type,time
qs1,0.003942012786865234
qs2,0.005170106887817383
qs3,0.005250215530395508
qs4,0.005278825759887695
qs5,0.005001068115234375
merge1,0.005346059799194336
partition_sort,0.0031876564025878906
qs1,0.003978252410888672
qs2,0.005120992660522461
qs3,0.005390167236328125
qs4,0.005527019500732422
